Case Name,Status,Progress,Summary,State,BillTrack50 Link,Last Activity Date,Representatives to Contact,Sponsors,Yea Votes,Nay Votes,Category
MD HB757,Failed,House Floor,"This bill requires schools to classify all of their sports as being for ""males, men, or boys”, ""females, women, or girls”, or ""coed or mixed”. It bans athletes whose ""biological sex"" is male from participating in female, women, or girls sports. This bill does not provide a definition for “biological sex” or a protocol for settling disputes regarding a student’s “biological sex”. The requirements in this bill apply to public schools and nonpublic schools whose athletic teams compete against public schools. Students can sue the educational institution if they can claim they were harmed or lost some opportunity as a result of violations of this bill. If any section of this bill is declared illegal or invalid, all other sections of the bill will remain in effect.",Maryland,https://legiscan.com/MD/bill/HB757/2022,28/2/2022,"Anne Kaiser, Alonzo Washington, Stephanie Smith, Edith J. Patterson, Julie Palakovich Carr, Eric Luedtke, Mary Ann Lisanti, Dana Jones, Julian Ivey, Michele Guyton, Jessica Feldmark, Eric Ebersole, Chanel Branch, Jheanelle Wilkins, Haven Shoemaker, April Rose, Bob Long, Kevin Hornberger, Wayne Hartman, Jason C. Buckel, Joseph Boteler III, Darryl Barnes, Dalya Attar","Kathy Szeliga, Mark Fisher, Nino Mangione, Teresa Reilly, William Wivell, ""Robin L. Grammer, Jr."", Susan McComas, April Rose, Joseph Boteler III, Trent Kittleman, Matt Morgan, Haven Shoemaker, Brian Chisholm, Susan Krebs, Neil Parrott, Brenda Thiam, Lauren Arikan",,,Sports
MI HB5082,Failed,House Committee,"This bill requires high schools to ensure that all students competing on a girls’ sports team are female and that all students competing on a boys’ sports team are male, as classified according to their ""biological sex"". According to this bill, “biological sex” is to be defined by “an individual’s chromosomes and anatomy as identified at birth”. This definition presumably means that “biological sex” determinations are to be made by birth certificates, although this is not explicitly stated in the bill. The requirements in this bill apply to all public high schools and public school districts.",Michigan,https://legiscan.com/MI/bill/HB5082/2021,23/6/2021,"Pamela Hornberger, Brad Paquette, Darrin Camilleri, Phil Green, Gregory Markkanen, Jack O'Malley, Andrew Beeler, John Damoose, Bryan Posthumus, Brenda Carter, Matt Koleszar, Nate Shannon, Lori Stone","Daire Rendon, Gary Howell, Michele Hoitenga, Steven Johnson, Jeff Yaroch, Sue Allor, John Damoose, Beth Griffin, Ken Borton, Gary Eisen, Robert Bezotte, Pat Outman",,,Sports
MI SB0218,Failed,Senate Committee,"""Requirement that only biological males may compete for a position on and compete on a boys' high school team in an interscholastic activity and only biological females may compete for a position on and compete on a girls' high school team in an interscholastic activity."" Applies to both trans men and women.
No exception made for intersex individuals.
No method for determining “biological sex” provided.
“Biological sex” is defined by chromosomes and anatomy identified at birth.
",Michigan,https://www.billtrack50.com/billdetail/1342111,25/5/2021,"Lana Theis, Ken Horn, Jim Runestad, Kevin Daley, Dayna Polehanki, Erika Geiss","Tom Barrett, John Bizon, Jon Bumstead, Kevin Daley, Kim LaSata, Michael MacDonald, Aric Nesbitt, Rick Outman, Jim Runestad, Lana Theis, Curt VanderWall, Roger Victory, Dale Zorn",,,
MN SF96,Failed,Senate Committee,"In the statute that requires equal opportunity sports teams, any school that allows someone whose sex is male on a female team is in violation.
Does not clarify how this is to be defined.
",Minnesota,https://www.billtrack50.com/billdetail/1269994,3/2/2021,"Roger C. Chamberlain, Justin D. Eichorn, Charles W. Wiger, Julia E. Coleman, Steve Cwodzinski, Zach Duckworth, Jason Isaacson, Mary K. Kunesh, Scott J. Newman",Carrie Ruud,,,
MS HB1099,Failed,Senate Floor,"This bill prevents any currently incarcerated person from filing a name change petition or being granted a legal name change. A name change petition for an incarcerated person can only be filed and granted if it is submitted by one of the following: (1) a district attorney, (2) a sheriff of the county in which the person is incarcerated, (3) the commissioner of the Mississippi Department of Corrections, or (4) a Mississippi Department of Corrections Chaplain.",Mississippi,https://legiscan.com/MS/bill/HB1099/2022,1/3/2022,,"Jeff Hale, Bill Pigott, Kevin Ford, Jill Ford, Dale Goodin",,,Documents
MS SB2111,Failed,House Committee,"This bill combines several different policies. Firstly, it allows guardians to veto any transgender treatment of a minor in their care. Secondly, it requires any government agent (or iterations therapon) from encouraging a minor to withhold their gender identity from their guardians, and requires said agents to inform any relevant guardians if a minor shows any signs of being in any way conflicted about their gender. 
Additionally, the bill makes it illegal to provide trans care for a minor, including counseling, HRT, and surgery. It also provides protection for whistleblowers who report those that violate these rules, allows for judicial relief of ""damages"", and makes the bill both preempt any local policies that might contradict this law, as well as allowing the rest of the bill to remain law even if any given section is found to be illegal. 
Notable: this bill defines a minor as anyone under the age of 21, not 18",Mississippi,https://legiscan.com/MS/bill/SB2111/2022,12/1/2022,"Hob Bryan, Hillman Terome Frazier, David Blount, John Horhn, Barbara Blackmon, David Parker, Josh Harkins, Joey Fillingane, ""Dennis DeBar, Jr."", Chris Caughman, Kevin Blackwell, Brice Wiggins, Jeff Tate, John A. Polk, Rita Potts Parks, Chad McMahan, Chris Johnson, W. Briggs Hopson III",Angela Burks Hill,,,
MS SB2171,Failed,Failed,,Mississippi,https://www.billtrack50.com/billdetail/1261833,2/2/2021,,,,,
MS SB2356,Failed,Senate Committee,"This bill prevents any currently incarcerated person from filing for a name change or having a name change petition field on their behalf. The bill also requires a minor to acquire a letter from a licensed physician, a licensed psychiatrist, and to have an interview with the chancery clerk before being allowed to file a gender transition petition.",Mississippi,https://legiscan.com/MS/bill/SB2356/2022,1/2/2022,,Chad McMahan,,,
MO HB33,Failed,Failed,,Missouri,https://www.billtrack50.com/billdetail/1249358,14/5/2021,,,,,
MO HB1045,Failed,Failed,,Missouri,https://www.billtrack50.com/billdetail/1299912,14/5/2021,,,,,
MO HB1077,Failed,Failed,,Missouri,https://www.billtrack50.com/billdetail/1305510,14/5/2021,,,,,
MO HB1184,Failed,Failed,,Missouri,https://www.billtrack50.com/billdetail/1319908,14/5/2021,,,,,
MO HB1416,Failed,Failed,,Missouri,https://www.billtrack50.com/billdetail/1333726,14/5/2021,,,,,
MO HJR53,Failed,Failed,,Missouri,https://www.billtrack50.com/billdetail/1299895,14/5/2021,,,,,
MO HJR56,Failed,Failed,,Missouri,https://www.billtrack50.com/billdetail/1305377,14/5/2021,,,,,
MO SB442,Failed,Failed,,Missouri,https://www.billtrack50.com/billdetail/1292450,14/5/2021,,,,,
MO SB503,Failed,Failed,,Missouri,https://www.billtrack50.com/billdetail/1312606,14/5/2021,,,,,
MT HB113,Failed,Failed,,Montana,https://www.billtrack50.com/billdetail/1258740,29/4/2021,,,,,
MT HB427,Failed,Failed,,Montana,https://www.billtrack50.com/billdetail/1316558,29/4/2021,,,,,
MT SB195,Failed,Failed,,Montana,https://www.billtrack50.com/billdetail/1305333,29/4/2021,,,,,
MT SB245,Failed,Failed,,Montana,https://www.billtrack50.com/billdetail/1315913,29/4/2021,,,,,
NH HB68,Failed,Failed,,New Hampshire,https://www.billtrack50.com/billdetail/1257500,30/6/2021,,,,,
NH HB198,Failed,Failed,,New Hampshire,https://www.billtrack50.com/billdetail/1257712,30/6/2021,,,,,
NH HB1077,Failed,House Committee,A bill to repeal the ban on Conversion therapy for minors.,New Hampshire,https://legiscan.com/NH/bill/HB1077/2022,9/3/2022,,"Dave  Testerman, Kurt F. Wuelper",,,
NH HB1180,Failed,House Committee,"This bill states that amended birth certificates do not apply to athletics, prisons, or places of ""intimate privacy”.",New Hampshire,https://legiscan.com/NH/bill/HB1180/2022,7/3/2022,"Jerry L. Knirk, Gary  Merchant, Gary L. Woods, Joe  Schapiro, Frances E. Nutter-Upham, Gerri D. Cannon, Jeffrey C. Salloway, Kendall A. Snow, Lucy M. Weber, Erica J. Layon, Mark A. Pearson, Beth A. Folsom, Charles E. McMahon, Bill G. Nelson, Jim  Kofalt, Bill C. King, Niki  Kelsey, Leah P. Cushman, Betty I. Gay, Dennis F. Acton, James R. MacKay","Linda R. Gould, Judy F. Aron, Leah P. Cushman, Katherine J. Prudhomme-O'Brien",,,Documents
NH HB1651,Failed,House Committee,"This bill classifies all drug treatments and surgery provided for transition purposes for minors (under the age of 18) as child abuse. The bill also specifically allows for ""corrective"" procedures for intersex traits.",New Hampshire,https://legiscan.com/NH/bill/HB1651/2022,11/3/2022,"Caroletta C. Alicea, Patrick T. Long, Gaby M. Grossman, Cassandra  N. Levesque, Safiya  Wazir, Peter  Petrigno, Debra  Altschiller, Kimberly A. Rice, Debra L. DeSimone, Josh S. Yokela, John  Lewicke, Cody M. Belanger, Kenna E. Cross, Melissa A. Litchfield, Denise M. Smith",Dave  Testerman,,,Health Care
NM HB304,Failed,Failed,,New Mexico,https://www.billtrack50.com/billdetail/1321171,20/3/2021,,,,,
NC H358,Failed,House Committee,"This bill requires schools to classify all of their sports as being for ""males, men, or boys”, ""females, women, or girls”, or ""coed or mixed”. It bans athletes whose ""biological sex"" is male from participating in female, women, or girls sports. According to this bill, “biological sex” is to be defined by “a person’s reproductive biology and genetics at birth”. This definition presumably means that “biological sex” determinations are to be made by birth certificates, although this is not explicitly stated in the bill. The requirements in this bill apply to interscholastic and intramural athletic activities conducted by a public middle or secondary school or an institution of higher education. Students who are “biological females” can sue the educational institution if they claim they were harmed or lost some opportunity as a result of violations of this bill. If any section of this bill is declared illegal or invalid, all other sections of the bill will remain in effect.",North Carolina,https://legiscan.com/NC/bill/H358/2021,26/4/2021,"""James L. Boles, Jr."", ""Howard J. Hunter, III"", ""Amos L. Quick, III"", ""Robert T. Reives, II"", William O. Richardson","Jerry Carter, ""Ted Davis, Jr."", ""Ben T. Moss, Jr."", Dennis Riddell",,,Sports
NC S514,Failed,Senate Committee,"Prohibits any trans care for minors to alleviate dysphoria including hormonal treatment and any and all surgeries.
Allows these procedures as intersex corrections.
Any violations must be reported to appropriate licensing board, and are subject to $1000 fine per occurrence.
Conversion therapy is protected from legal action.
All government employees who are told of a minor’s gender dysphoria must notify their parents or guardians in writing immediately.
Any whistleblower who reports someone for violating this is protected from action.
One can sue for damages for failure to follow this act.
No aspect of this states government may enact any policy or rule that in any way violates or undermines this act.
Additionally disallows any state funds to be used for gender transition health care.
",North Carolina,https://www.billtrack50.com/billdetail/1355781,6/4/2021,"Bill Rabon, ""Milton F. """"Toby"""" Fitch, Jr. "", Todd Johnson, Paul. A Lowe Jr., Tom McInnis, Paul Newton, Jim Perry, Norman Sanderson, Mike Woodard, Joyce Waddell","Norman Sanderson, Paul Newton, Robert Steinburg",,,
OH HB61,Failed,House Committee,"This bill requires schools to classify all of their sports as being for ""males, men, or boys”, ""females, women, or girls”, or ""coed or mixed”. It bans athletes whose ""biological sex"" is male from participating in female, women, or girls sports. According to this bill, “biological sex” is to be defined by internal and external reproductive anatomy, endogenously produced levels of testosterone, and an analysis of the individual’s genetic makeup. In the case of disputes, the participant must provide a signed physician’s statement verifying their “biological sex” based on only these factors. The requirements in this bill apply to schools, state institutions of higher education, and private colleges. Students can sue the educational institution if they can claim they were harmed or lost some opportunity as a result of violations of this bill.",Ohio,https://legiscan.com/OH/bill/HB61/2021,28/4/2021,"Gayle Manning, Adam C. Bird, Gary Click, Sarah Fowler Arthur, Don Jones, J. Kyle Koehler, Susan Manchester, Joseph A. Miller III, Gail K. Pavliga, Tracy M. Richardson, Lisa A. Sobecki, D. J. Swearingen, Tom Young, Jon Cross, Thomas Hall, Casey Weinstein","Jena Powell, Gary Click, Jennifer Gross, Adam Holmes, Mark Johnson, Don Jones, Darrell Kick, Jeff LaRe, Riordan T. McClain, Derek Merrin, Craig S. Riedel, Brian Stewart, Paul Zeltwanger",,,Sports
